week_ending_date,calendar_year,marketing_year,calendar_month,marketing_year_month,calendar_week,marketing_year_week,commodity,country,weekly_exports,accumulated_exports,outstanding_sales,gross_new_sales,current_marketing_year_net_sales,current_marketing_year_total_commitment,next_marketing_year_outstanding_sales,next_marketing_year_net_sales,unit
2016-09-22,2016,2017,9,4,38,17,wheat,china,0,212637,70500,1500,1500,283137,0,0,Metric Tons
2016-09-29,2016,2017,9,4,39,18,wheat,china,6647,219284,70500,1747,6647,289784,0,0,Metric Tons
2016-10-06,2016,2017,10,5,40,19,wheat,china,0,219284,70500,0,0,289784,0,0,Metric Tons
2016-10-13,2016,2017,10,5,41,20,wheat,china,0,219284,70500,0,0,289784,0,0,Metric Tons
2016-10-20,2016,2017,10,5,42,21,wheat,china,39406,258690,62400,1224,31306,321090,0,0,Metric Tons
2016-10-27,2016,2017,10,5,43,22,wheat,china,6165,264855,62400,1500,6165,327255,0,0,Metric Tons
2016-11-03,2016,2017,11,6,44,23,wheat,china,0,264855,62400,0,0,327255,0,0,Metric Tons
2016-11-10,2016,2017,11,6,45,24,wheat,china,0,264855,78250,15850,15850,343105,0,0,Metric Tons
2016-11-17,2016,2017,11,6,46,25,wheat,china,33883,298738,70700,1060,26333,369438,0,0,Metric Tons
2016-11-24,2016,2017,11,6,47,26,wheat,china,0,298738,70650,0,-50,369388,0,0,Metric Tons
2016-12-01,2016,2017,12,7,48,27,wheat,china,4077,302815,72750,2219,6177,375565,700,700,Metric Tons
2016-12-08,2016,2017,12,7,49,28,wheat,china,1760,304575,70650,180,-340,375225,700,0,Metric Tons
2016-12-15,2016,2017,12,7,50,29,wheat,china,0,304575,70650,0,0,375225,700,0,Metric Tons
2016-12-22,2016,2017,12,7,51,30,wheat,china,0,304575,70650,0,0,375225,700,0,Metric Tons
2016-12-29,2016,2017,12,7,52,31,wheat,china,0,304575,72650,2000,2000,377225,700,0,Metric Tons
2017-01-05,2017,2017,1,8,1,32,wheat,china,0,304575,72650,0,0,377225,700,0,Metric Tons
2017-01-12,2017,2017,1,8,2,33,wheat,china,30631,335206,65750,1400,23731,400956,700,0,Metric Tons
2017-01-19,2017,2017,1,8,3,34,wheat,china,48780,383986,20950,3980,3980,404936,700,0,Metric Tons
2017-01-26,2017,2017,1,8,4,35,wheat,china,0,383986,20950,0,0,404936,700,0,Metric Tons
2017-02-02,2017,2017,2,9,5,36,wheat,china,1111,385097,20950,0,1111,406047,700,0,Metric Tons
2017-02-09,2017,2017,2,9,6,37,wheat,china,0,385097,20950,0,0,406047,700,0,Metric Tons
2017-02-16,2017,2017,2,9,7,38,wheat,china,0,385097,24950,4000,4000,410047,46700,46000,Metric Tons
2017-02-23,2017,2017,2,9,8,39,wheat,china,0,385097,53920,0,28970,439017,65600,18900,Metric Tons
2017-03-02,2017,2017,3,10,9,40,wheat,china,34594,419691,45080,5776,25754,464771,65600,0,Metric Tons
2017-03-09,2017,2017,3,10,10,41,wheat,china,0,419691,35840,0,-9240,455531,65600,0,Metric Tons
2017-03-16,2017,2017,3,10,11,42,wheat,china,0,419691,35762,0,-78,455453,65600,0,Metric Tons
2017-03-23,2017,2017,3,10,12,43,wheat,china,28580,448271,10950,3438,3768,459221,65600,0,Metric Tons
2017-03-30,2017,2017,3,10,13,44,wheat,china,0,448271,10250,0,-700,458521,65600,0,Metric Tons
2017-04-06,2017,2017,4,11,14,45,wheat,china,9668,457939,10250,168,9668,468189,65600,0,Metric Tons
2017-04-13,2017,2017,4,11,15,46,wheat,china,0,457939,11750,1500,1500,469689,65600,0,Metric Tons
2017-04-20,2017,2017,4,11,16,47,wheat,china,0,457939,52840,3750,41090,510779,65600,0,Metric Tons
2017-04-27,2017,2017,4,11,17,48,wheat,china,34306,492245,43290,2826,24756,535535,65600,0,Metric Tons
2017-05-04,2017,2017,5,12,18,49,wheat,china,1472,493717,43290,0,1472,537007,65602,2,Metric Tons
2017-05-11,2017,2017,5,12,19,50,wheat,china,37749,531466,33529,586,27988,564995,76500,10898,Metric Tons
2017-05-18,2017,2017,5,12,20,51,wheat,china,29517,560983,5950,1938,1938,566933,114190,37690,Metric Tons
2017-05-25,2017,2017,5,12,21,52,wheat,china,1668,562651,0,75,-4282,562651,114190,0,Metric Tons
2017-06-01,2017,2017,6,1,22,53,wheat,china,0,562651,0,0,0,562651,118390,6606,Metric Tons
2022-09-01,2022,2023,9,1,35,1,corn,china,0,0,156097,37800,30300,156097,0,0,Metric Tons
2022-09-08,2022,2023,9,1,36,2,corn,china,0,0,291065,150749,134968,291065,0,0,Metric Tons
2022-09-15,2022,2023,9,1,37,3,corn,china,0,0,291065,0,0,291065,0,0,Metric Tons
2022-09-22,2022,2023,9,1,38,4,corn,china,0,0,283565,0,-7500,283565,0,0,Metric Tons
2022-09-29,2022,2023,9,1,39,5,corn,china,13305,13305,291065,15000,20805,304370,0,0,Metric Tons
2022-10-06,2022,2023,10,2,40,6,corn,china,0,13305,313855,27870,22790,327160,0,0,Metric Tons
2022-10-13,2022,2023,10,2,41,7,corn,china,0,13305,306863,508,-6992,320168,0,0,Metric Tons
2022-10-20,2022,2023,10,2,42,8,corn,china,0,13305,306863,0,0,320168,0,0,Metric Tons
2022-10-27,2022,2023,10,2,43,9,corn,china,0,13305,307625,762,762,320930,0,0,Metric Tons
2022-11-03,2022,2023,11,3,44,10,corn,china,0,13305,337108,29483,29483,350413,0,0,Metric Tons
2022-11-10,2022,2023,11,3,45,11,corn,china,0,13305,340156,3048,3048,353461,0,0,Metric Tons
2022-11-17,2022,2023,11,3,46,12,corn,china,15286,28591,359708,35135,34838,388299,0,0,Metric Tons
2022-11-24,2022,2023,11,3,47,13,corn,china,0,28591,361963,9755,2255,390554,0,0,Metric Tons
2022-12-01,2022,2023,12,4,48,14,corn,china,0,28591,394043,32080,32080,422634,0,0,Metric Tons
2022-12-08,2022,2023,12,4,49,15,corn,china,15469,44060,574958,181714,196384,619018,0,0,Metric Tons
2022-12-15,2022,2023,12,4,50,16,corn,china,0,44060,567958,0,-7000,612018,0,0,Metric Tons
2022-12-22,2022,2023,12,4,51,17,corn,china,33729,77789,537023,2794,2794,614812,0,0,Metric Tons
2022-12-29,2022,2023,12,4,52,18,corn,china,0,77789,537023,0,0,614812,0,0,Metric Tons
2023-01-05,2023,2023,1,5,1,19,corn,china,0,77789,537023,0,0,614812,0,0,Metric Tons
2023-01-12,2023,2023,1,5,2,20,corn,china,1395,79184,542738,7110,7110,621922,0,0,Metric Tons
2023-01-19,2023,2023,1,5,3,21,corn,china,108307,187491,460891,42461,26460,648382,0,0,Metric Tons
2023-01-26,2023,2023,1,5,4,22,corn,china,13373,200864,425057,13656,-22461,625921,0,0,Metric Tons
2023-02-02,2023,2023,2,6,5,23,corn,china,1350,202214,494494,75001,70787,696708,0,0,Metric Tons
2023-02-09,2023,2023,2,6,6,24,corn,china,41041,243255,456555,3329,3102,699810,0,0,Metric Tons
2023-02-16,2023,2023,2,6,7,25,corn,china,63218,306473,414282,15752,20945,720755,0,0,Metric Tons
2023-02-23,2023,2023,2,6,8,26,corn,china,0,306473,419362,5588,5080,725835,0,0,Metric Tons
2023-03-02,2023,2023,3,7,9,27,corn,china,39575,346048,380865,12169,1078,726913,0,0,Metric Tons
2023-03-09,2023,2023,3,7,10,28,corn,china,18419,364467,346448,889,-15998,710915,0,0,Metric Tons
2023-03-16,2023,2023,3,7,11,29,corn,china,45030,409497,294357,6080,-7061,703854,0,0,Metric Tons
2023-03-23,2023,2023,3,7,12,30,corn,china,0,409497,332374,38017,38017,741871,0,0,Metric Tons
2023-03-30,2023,2023,3,7,13,31,corn,china,56368,465865,312581,13643,36575,778446,0,0,Metric Tons
2023-04-06,2023,2023,4,8,14,32,corn,china,0,465865,319057,8000,6476,784922,0,0,Metric Tons
2023-04-13,2023,2023,4,8,15,33,corn,china,35290,501155,281910,3590,-1857,783065,0,0,Metric Tons
2023-04-20,2023,2023,4,8,16,34,corn,china,0,501155,286355,4445,4445,787510,0,0,Metric Tons
2023-04-27,2023,2023,4,8,17,35,corn,china,57020,558175,266360,17185,37025,824535,0,0,Metric Tons
2023-05-04,2023,2023,5,9,18,36,corn,china,0,558175,269281,4191,2921,827456,0,0,Metric Tons
2023-05-11,2023,2023,5,9,19,37,corn,china,20842,579017,263851,2347,15412,842868,635,635,Metric Tons
2023-05-18,2023,2023,5,9,20,38,corn,china,69956,648973,194496,2516,601,843469,889,254,Metric Tons
2023-05-25,2023,2023,5,9,21,39,corn,china,33615,682588,168272,9564,7391,850860,1397,508,Metric Tons
2023-06-01,2023,2023,6,10,22,40,corn,china,28221,710809,140725,29999,674,851534,889,-508,Metric Tons
2023-06-08,2023,2023,6,10,23,41,corn,china,33002,743811,127368,19645,19645,871179,889,0,Metric Tons
2023-06-15,2023,2023,6,10,24,42,corn,china,0,743811,127803,19508,435,871614,889,0,Metric Tons
2023-06-22,2023,2023,6,10,25,43,corn,china,6154,749965,125682,4034,4033,875647,889,0,Metric Tons
2023-06-29,2023,2023,6,10,26,44,corn,china,82368,832333,78995,3541,35681,911328,889,0,Metric Tons
2023-07-06,2023,2023,7,11,27,45,corn,china,0,832333,78995,0,0,911328,2413,1524,Metric Tons
2023-07-13,2023,2023,7,11,28,46,corn,china,0,832333,81230,2235,2235,913563,6929,4516,Metric Tons
2023-07-20,2023,2023,7,11,29,47,corn,china,62337,894670,12767,1499,-6126,907437,6929,0,Metric Tons
2023-07-27,2023,2023,7,11,30,48,corn,china,3200,897870,17670,8103,8103,915540,6929,0,Metric Tons
2023-08-03,2023,2023,8,12,31,49,corn,china,0,897870,16524,0,-1146,914394,6929,0,Metric Tons
2023-08-10,2023,2023,8,12,32,50,corn,china,0,897870,15000,0,-1524,912870,15953,9024,Metric Tons
2023-08-17,2023,2023,8,12,33,51,corn,china,13693,911563,7500,0,6193,919063,15953,0,Metric Tons
2023-08-24,2023,2023,8,12,34,52,corn,china,0,911563,0,0,-7500,911563,16461,508,Metric Tons
2023-08-31,2023,2023,8,12,35,53,corn,china,0,911563,0,0,0,911563,17096,635,Metric Tons
2025-10-02,2025,2026,10,1,40,1,soybean oil,china,0,0,4000,4000,0,4000,0,0,Metric Tons
2025-10-09,2025,2026,10,1,41,2,soybean oil,china,0,0,4000,0,0,4000,0,0,Metric Tons
2025-10-16,2025,2026,10,1,42,3,soybean oil,china,19,19,4000,19,19,4019,0,0,Metric Tons
2025-10-23,2025,2026,10,1,43,4,soybean oil,china,2019,2038,2000,19,19,4038,0,0,Metric Tons
2025-10-30,2025,2026,10,1,44,5,soybean oil,china,0,2038,2000,0,0,4038,0,0,Metric Tons
2025-11-06,2025,2026,11,2,45,6,soybean oil,china,57,2095,6500,4557,4557,8595,0,0,Metric Tons
2025-11-13,2025,2026,11,2,46,7,soybean oil,china,0,2095,6500,0,0,8595,0,0,Metric Tons
2025-11-20,2025,2026,11,2,47,8,soybean oil,china,0,2095,7000,500,500,9095,0,0,Metric Tons
2025-11-27,2025,2026,11,2,48,9,soybean oil,china,0,2095,10113,3113,3113,12208,0,0,Metric Tons
2025-12-04,2025,2026,12,3,49,10,soybean oil,china,2613,4708,10000,0,2500,14708,0,0,Metric Tons
2025-12-11,2025,2026,12,3,50,11,soybean oil,china,5043,9751,5000,5043,43,14751,0,0,Metric Tons
2025-12-18,2025,2026,12,3,51,12,soybean oil,china,0,9751,5000,0,0,14751,0,0,Metric Tons
2025-12-25,2025,2026,12,3,52,13,soybean oil,china,0,9751,7000,2000,2000,16751,0,0,Metric Tons
2025-06-05,2025,2026,6,1,23,1,wheat,mexico,514,514,7136,7650,2722,7650,0,0,Metric Tons
2025-06-12,2025,2026,6,1,24,2,wheat,mexico,142,656,7674,680,680,8330,0,0,Metric Tons
2025-06-19,2025,2026,6,1,25,3,wheat,mexico,201,857,7473,0,0,8330,0,0,Metric Tons
2025-06-26,2025,2026,6,1,26,4,wheat,mexico,315,1172,9188,2030,2030,10360,0,0,Metric Tons
2025-07-03,2025,2026,7,2,27,5,wheat,mexico,813,1985,8375,0,0,10360,0,0,Metric Tons
2025-07-10,2025,2026,7,2,28,6,wheat,mexico,1661,3646,6765,51,51,10411,0,0,Metric Tons
2025-07-17,2025,2026,7,2,29,7,wheat,mexico,1875,5521,5603,713,713,11124,0,0,Metric Tons
2025-07-24,2025,2026,7,2,30,8,wheat,mexico,891,6412,8072,3360,3360,14484,0,0,Metric Tons
2025-07-31,2025,2026,7,2,31,9,wheat,mexico,795,7207,7793,516,516,15000,0,0,Metric Tons
2025-08-07,2025,2026,8,3,32,10,wheat,mexico,1253,8460,6842,302,302,15302,0,0,Metric Tons
2025-08-14,2025,2026,8,3,33,11,wheat,mexico,288,8748,6731,1012,177,15479,0,0,Metric Tons
2025-08-21,2025,2026,8,3,34,12,wheat,mexico,215,8963,6516,0,0,15479,0,0,Metric Tons
2025-08-28,2025,2026,8,3,35,13,wheat,mexico,175,9138,9437,3096,3096,18575,0,0,Metric Tons
2025-09-04,2025,2026,9,4,36,14,wheat,mexico,519,9657,10913,1995,1995,20570,0,0,Metric Tons
2025-09-11,2025,2026,9,4,37,15,wheat,mexico,659,10316,10254,0,0,20570,0,0,Metric Tons
2025-09-18,2025,2026,9,4,38,16,wheat,mexico,584,10900,9670,0,0,20570,0,0,Metric Tons
2025-09-25,2025,2026,9,4,39,17,wheat,mexico,580,11480,9090,0,0,20570,0,0,Metric Tons
2025-10-02,2025,2026,10,5,40,18,wheat,mexico,202,11682,8888,0,0,20570,0,0,Metric Tons
2025-10-09,2025,2026,10,5,41,19,wheat,mexico,965,12647,7923,0,0,20570,0,0,Metric Tons
2025-10-16,2025,2026,10,5,42,20,wheat,mexico,329,12976,7594,0,0,20570,0,0,Metric Tons
2025-10-23,2025,2026,10,5,43,21,wheat,mexico,881,13857,6713,0,0,20570,0,0,Metric Tons
2025-10-30,2025,2026,10,5,44,22,wheat,mexico,673,14530,6040,0,0,20570,0,0,Metric Tons
2025-11-06,2025,2026,11,6,45,23,wheat,mexico,637,15167,6828,1425,1425,21995,0,0,Metric Tons
2025-11-13,2025,2026,11,6,46,24,wheat,mexico,817,15984,6011,0,0,21995,0,0,Metric Tons
2025-11-20,2025,2026,11,6,47,25,wheat,mexico,588,16572,5408,0,-15,21980,0,0,Metric Tons
2025-11-27,2025,2026,11,6,48,26,wheat,mexico,670,17242,4738,0,0,21980,0,0,Metric Tons
2025-12-04,2025,2026,12,7,49,27,wheat,mexico,579,17821,4159,0,0,21980,0,0,Metric Tons
2025-12-11,2025,2026,12,7,50,28,wheat,mexico,198,18019,3961,0,0,21980,0,0,Metric Tons
2025-12-18,2025,2026,12,7,51,29,wheat,mexico,387,18406,5638,2064,2064,24044,0,0,Metric Tons
2025-12-25,2025,2026,12,7,52,30,wheat,mexico,380,18786,5258,0,0,24044,0,0,Metric Tons
2016-10-06,2016,2017,10,1,40,1,soybean meal,japan,29740,29740,609560,98152,44182,639300,79788,0,Metric Tons
2016-10-13,2016,2017,10,1,41,2,soybean meal,japan,37095,66835,641418,69054,68953,708253,79788,0,Metric Tons
2016-10-20,2016,2017,10,1,42,3,soybean meal,japan,50836,117671,593750,3168,3168,711421,79788,0,Metric Tons
2016-10-27,2016,2017,10,1,43,4,soybean meal,japan,37087,154758,587432,31242,30769,742190,83888,4100,Metric Tons
2016-11-03,2016,2017,11,2,44,5,soybean meal,japan,24405,179163,584011,21428,20984,763174,89648,5760,Metric Tons
2016-11-10,2016,2017,11,2,45,6,soybean meal,japan,46131,225294,574142,36408,36262,799436,89648,0,Metric Tons
2016-11-17,2016,2017,11,2,46,7,soybean meal,japan,66708,292002,542650,35216,35216,834652,89648,0,Metric Tons
2016-11-24,2016,2017,11,2,47,8,soybean meal,japan,32696,324698,587568,79726,77614,912266,89648,0,Metric Tons
2016-12-01,2016,2017,12,3,48,9,soybean meal,japan,29978,354676,596346,38851,38756,951022,89648,0,Metric Tons
2016-12-08,2016,2017,12,3,49,10,soybean meal,japan,41939,396615,602011,47719,47604,998626,89648,0,Metric Tons
2016-12-15,2016,2017,12,3,50,11,soybean meal,japan,60835,457450,589126,47950,47950,1046576,89648,0,Metric Tons
2016-12-22,2016,2017,12,3,51,12,soybean meal,japan,53676,511126,680587,145138,145137,1191713,132479,42831,Metric Tons
2016-12-29,2016,2017,12,3,52,13,soybean meal,japan,38977,550103,663745,26241,22135,1213848,132479,0,Metric Tons
2017-01-05,2017,2017,1,4,1,14,soybean meal,japan,21734,571837,657546,15538,15535,1229383,133477,998,Metric Tons
2017-01-12,2017,2017,1,4,2,15,soybean meal,japan,48539,620376,623256,23831,14249,1243632,133477,0,Metric Tons
2017-01-19,2017,2017,1,4,3,16,soybean meal,japan,39613,659989,617014,33500,33371,1277003,133477,0,Metric Tons
2017-01-26,2017,2017,1,4,4,17,soybean meal,japan,22878,682867,629733,35597,35597,1312600,133762,285,Metric Tons
2017-02-02,2017,2017,2,5,5,18,soybean meal,japan,22525,705392,705478,98271,98270,1410870,133762,0,Metric Tons
2017-02-09,2017,2017,2,5,6,19,soybean meal,japan,58982,764374,668935,22439,22439,1433309,133762,0,Metric Tons
2017-02-16,2017,2017,2,5,7,20,soybean meal,japan,29748,794122,678956,39810,39769,1473078,133762,0,Metric Tons
2017-02-23,2017,2017,2,5,8,21,soybean meal,japan,37138,831260,647115,5297,5297,1478375,135187,1425,Metric Tons
2017-03-02,2017,2017,3,6,9,22,soybean meal,japan,78791,910051,597497,29405,29173,1507548,135187,0,Metric Tons
2017-03-09,2017,2017,3,6,10,23,soybean meal,japan,41256,951307,589633,33480,33392,1540940,121537,-13650,Metric Tons
2017-03-16,2017,2017,3,6,11,24,soybean meal,japan,46070,997377,547698,4329,4135,1545075,121917,380,Metric Tons
2017-03-23,2017,2017,3,6,12,25,soybean meal,japan,42496,1039873,526296,21144,21094,1566169,121917,0,Metric Tons
2017-03-30,2017,2017,3,6,13,26,soybean meal,japan,52521,1092394,489002,15261,15227,1581396,121917,0,Metric Tons
2017-04-06,2017,2017,4,7,14,27,soybean meal,japan,38875,1131269,469037,18993,18910,1600306,199096,77179,Metric Tons
2017-04-13,2017,2017,4,7,15,28,soybean meal,japan,40202,1171471,430669,2762,1834,1602140,199096,0,Metric Tons
2017-04-20,2017,2017,4,7,16,29,soybean meal,japan,11178,1182649,419853,388,362,1602502,199096,0,Metric Tons
2017-04-27,2017,2017,4,7,17,30,soybean meal,japan,38899,1221548,390129,9310,9175,1611677,199096,0,Metric Tons
2017-05-04,2017,2017,5,8,18,31,soybean meal,japan,19186,1240734,375512,4570,4569,1616246,223832,24736,Metric Tons
2017-05-11,2017,2017,5,8,19,32,soybean meal,japan,39812,1280546,358418,22722,22718,1638964,272117,48285,Metric Tons
2017-05-18,2017,2017,5,8,20,33,soybean meal,japan,27793,1308339,353027,22402,22402,1661366,272117,0,Metric Tons
2017-05-25,2017,2017,5,8,21,34,soybean meal,japan,24030,1332369,347190,18193,18193,1679559,272117,0,Metric Tons
2017-06-01,2017,2017,6,9,22,35,soybean meal,japan,43219,1375588,319419,15448,15448,1695007,272886,769,Metric Tons
2017-06-08,2017,2017,6,9,23,36,soybean meal,japan,11603,1387191,368421,60606,60605,1755612,302649,29763,Metric Tons
2017-06-15,2017,2017,6,9,24,37,soybean meal,japan,35962,1423153,360318,29087,27859,1783471,340904,38255,Metric Tons
2017-06-22,2017,2017,6,9,25,38,soybean meal,japan,40053,1463206,328021,8772,7756,1791227,357274,16370,Metric Tons
2017-06-29,2017,2017,6,9,26,39,soybean meal,japan,11419,1474625,343828,27228,27226,1818453,357274,0,Metric Tons
2017-07-06,2017,2017,7,10,27,40,soybean meal,japan,21333,1495958,331738,9243,9243,1827696,449814,92540,Metric Tons
2017-07-13,2017,2017,7,10,28,41,soybean meal,japan,33069,1529027,305699,7037,7030,1834726,459614,9800,Metric Tons
2017-07-20,2017,2017,7,10,29,42,soybean meal,japan,31818,1560845,283286,33210,9405,1844131,490707,31093,Metric Tons
2017-07-27,2017,2017,7,10,30,43,soybean meal,japan,34882,1595727,259836,11503,11432,1855563,489407,-1300,Metric Tons
2017-08-03,2017,2017,8,11,31,44,soybean meal,japan,43877,1639604,221383,5520,5424,1860987,511307,21900,Metric Tons
2017-08-10,2017,2017,8,11,32,45,soybean meal,japan,26967,1666571,211211,16810,16795,1877782,521307,10000,Metric Tons
2017-08-17,2017,2017,8,11,33,46,soybean meal,japan,27358,1693929,187144,3425,3291,1881073,537589,16282,Metric Tons
2017-08-24,2017,2017,8,11,34,47,soybean meal,japan,33189,1727118,171594,17640,17639,1898712,537589,0,Metric Tons
2017-08-31,2017,2017,8,11,35,48,soybean meal,japan,25402,1752520,157683,11495,11491,1910203,557969,20380,Metric Tons
2017-09-07,2017,2017,9,12,36,49,soybean meal,japan,38122,1790642,119773,381,212,1910415,571205,13236,Metric Tons
2017-09-14,2017,2017,9,12,37,50,soybean meal,japan,28522,1819164,100523,9794,9272,1919687,571205,0,Metric Tons
2017-09-21,2017,2017,9,12,38,51,soybean meal,japan,22639,1841803,68649,347,-9235,1910452,590623,19418,Metric Tons
2017-09-28,2017,2017,9,12,39,52,soybean meal,japan,10632,1852435,58388,460,371,1910823,602030,11407,Metric Tons
2017-10-05,2017,2017,10,1,40,53,soybean meal,japan,41837,1894272,24190,8926,7639,1918462,625404,9899,Metric Tons
2016-10-06,2016,2017,10,1,40,1,soybean meal,mexico,8408,8408,113547,27672,8136,121955,0,0,Metric Tons
2016-10-13,2016,2017,10,1,41,2,soybean meal,mexico,9983,18391,119076,15818,15512,137467,0,0,Metric Tons
2016-10-20,2016,2017,10,1,42,3,soybean meal,mexico,12276,30667,118865,12547,12065,149532,400,400,Metric Tons
2016-10-27,2016,2017,10,1,43,4,soybean meal,mexico,10784,41451,121172,13091,13091,162623,473,73,Metric Tons
2016-11-03,2016,2017,11,2,44,5,soybean meal,mexico,18507,59958,116806,14273,14141,176764,473,0,Metric Tons
2016-11-10,2016,2017,11,2,45,6,soybean meal,mexico,8674,68632,116746,8638,8614,185378,473,0,Metric Tons
2016-11-17,2016,2017,11,2,46,7,soybean meal,mexico,11329,79961,120839,15463,15422,200800,190,-283,Metric Tons
2016-11-24,2016,2017,11,2,47,8,soybean meal,mexico,8915,88876,123597,11682,11673,212473,190,0,Metric Tons
2016-12-01,2016,2017,12,3,48,9,soybean meal,mexico,12211,101087,156210,44851,44824,257297,190,0,Metric Tons
2016-12-08,2016,2017,12,3,49,10,soybean meal,mexico,17340,118427,168046,29176,29176,286473,402,212,Metric Tons
2016-12-15,2016,2017,12,3,50,11,soybean meal,mexico,19248,137675,175616,26855,26818,313291,899,497,Metric Tons
2016-12-22,2016,2017,12,3,51,12,soybean meal,mexico,16704,154379,173189,14557,14277,327568,899,0,Metric Tons
2016-12-29,2016,2017,12,3,52,13,soybean meal,mexico,13601,167980,175344,15974,15756,343324,899,0,Metric Tons
2017-01-05,2017,2017,1,4,1,14,soybean meal,mexico,17812,185792,173938,16688,16406,359730,899,0,Metric Tons
2017-01-12,2017,2017,1,4,2,15,soybean meal,mexico,22232,208024,162248,10894,10542,370272,899,0,Metric Tons
2017-01-19,2017,2017,1,4,3,16,soybean meal,mexico,12330,220354,158273,8589,8355,378627,962,63,Metric Tons
2017-01-26,2017,2017,1,4,4,17,soybean meal,mexico,10791,231145,187505,40028,40023,418650,11277,10315,Metric Tons
2017-02-02,2017,2017,2,5,5,18,soybean meal,mexico,11994,243139,191173,15662,15662,434312,10256,-1021,Metric Tons
2017-02-09,2017,2017,2,5,6,19,soybean meal,mexico,10952,254091,189936,9715,9715,444027,10233,-23,Metric Tons
2017-02-16,2017,2017,2,5,7,20,soybean meal,mexico,15845,269936,190394,16547,16303,460330,10433,200,Metric Tons
2017-02-23,2017,2017,2,5,8,21,soybean meal,mexico,15178,285114,186287,11073,11071,471401,10433,0,Metric Tons
2017-03-02,2017,2017,3,6,9,22,soybean meal,mexico,7588,292702,180433,1865,1734,473135,10433,0,Metric Tons
2017-03-09,2017,2017,3,6,10,23,soybean meal,mexico,17028,309730,175247,11842,11842,484977,10410,-23,Metric Tons
2017-03-16,2017,2017,3,6,11,24,soybean meal,mexico,16521,326251,174976,16270,16250,501227,10410,0,Metric Tons
2017-03-23,2017,2017,3,6,12,25,soybean meal,mexico,15468,341719,173564,14056,14056,515283,10410,0,Metric Tons
2017-03-30,2017,2017,3,6,13,26,soybean meal,mexico,11148,352867,176295,13941,13879,529162,10457,47,Metric Tons
2017-04-06,2017,2017,4,7,14,27,soybean meal,mexico,12096,364963,177408,13233,13209,542371,10670,213,Metric Tons
2017-04-13,2017,2017,4,7,15,28,soybean meal,mexico,12188,377151,169875,4655,4655,547026,10787,117,Metric Tons
2017-04-20,2017,2017,4,7,16,29,soybean meal,mexico,17470,394621,163467,11102,11062,558088,10787,0,Metric Tons
2017-04-27,2017,2017,4,7,17,30,soybean meal,mexico,15662,410283,157545,9779,9740,567828,10787,0,Metric Tons
2017-05-04,2017,2017,5,8,18,31,soybean meal,mexico,14844,425127,149518,6872,6817,574645,10764,-23,Metric Tons
2017-05-11,2017,2017,5,8,19,32,soybean meal,mexico,12717,437844,148269,11488,11468,586113,10764,0,Metric Tons
2017-05-18,2017,2017,5,8,20,33,soybean meal,mexico,11359,449203,145885,9018,8975,595088,10864,100,Metric Tons
2017-05-25,2017,2017,5,8,21,34,soybean meal,mexico,16553,465756,144847,15941,15515,610603,11780,916,Metric Tons
2017-06-01,2017,2017,6,9,22,35,soybean meal,mexico,14144,479900,143039,12353,12336,622939,18985,7205,Metric Tons
2017-06-08,2017,2017,6,9,23,36,soybean meal,mexico,13250,493150,136113,6383,6324,629263,19166,181,Metric Tons
2017-06-15,2017,2017,6,9,24,37,soybean meal,mexico,15507,508657,128884,8278,8278,637541,19472,306,Metric Tons
2017-06-22,2017,2017,6,9,25,38,soybean meal,mexico,15544,524201,122194,8927,8854,646395,20745,1273,Metric Tons
2017-06-29,2017,2017,6,9,26,39,soybean meal,mexico,11040,535241,115815,4661,4661,651056,28810,8065,Metric Tons
2017-07-06,2017,2017,7,10,27,40,soybean meal,mexico,9783,545024,111453,5421,5421,656477,30162,1352,Metric Tons
2017-07-13,2017,2017,7,10,28,41,soybean meal,mexico,14255,559279,106786,9860,9588,666065,43735,13573,Metric Tons
2017-07-20,2017,2017,7,10,29,42,soybean meal,mexico,19751,579030,106447,18957,19412,685477,43977,242,Metric Tons
2017-07-27,2017,2017,7,10,30,43,soybean meal,mexico,24647,603677,106077,24415,24277,709754,44618,641,Metric Tons
2017-08-03,2017,2017,8,11,31,44,soybean meal,mexico,15659,619336,102057,12206,11639,721393,52249,7631,Metric Tons
2017-08-10,2017,2017,8,11,32,45,soybean meal,mexico,14955,634291,94744,7642,7642,729035,61101,8852,Metric Tons
2017-08-17,2017,2017,8,11,33,46,soybean meal,mexico,17873,652164,108713,32498,31842,760877,72745,11644,Metric Tons
2017-08-24,2017,2017,8,11,34,47,soybean meal,mexico,13792,665956,115066,20512,20145,781022,82687,9942,Metric Tons
2017-08-31,2017,2017,8,11,35,48,soybean meal,mexico,12608,678564,144258,41940,41800,822822,91867,9180,Metric Tons
2017-09-07,2017,2017,9,12,36,49,soybean meal,mexico,17470,696034,151818,25030,25030,847852,95873,4006,Metric Tons
2017-09-14,2017,2017,9,12,37,50,soybean meal,mexico,16171,712205,141320,8076,5673,853525,108562,12689,Metric Tons
2017-09-21,2017,2017,9,12,38,51,soybean meal,mexico,14493,726698,46776,4790,-80051,773474,207077,98515,Metric Tons
2017-09-28,2017,2017,9,12,39,52,soybean meal,mexico,24969,751667,29638,8008,7831,781305,286068,78991,Metric Tons
2017-10-05,2017,2017,10,1,40,53,soybean meal,mexico,11257,762924,19791,1414,1410,782715,302980,6690,Metric Tons
