week_ending_date,calendar_year,marketing_year,calendar_month,marketing_year_month,calendar_week,marketing_year_week,commodity,country,weekly_exports,accumulated_exports,outstanding_sales,gross_new_sales,current_marketing_year_net_sales,current_marketing_year_total_commitment,next_marketing_year_outstanding_sales,next_marketing_year_net_sales,unit
2022-01-13,2022,2022,1,4,2,15,soybean oil,world,49492,254631,213855,30733,30733,468486,309,19,Metric Tons
2022-01-20,2022,2022,1,4,3,16,soybean oil,world,49876,304507,176132,12153,12153,480639,229,-80,Metric Tons
2022-01-27,2022,2022,1,4,4,17,soybean oil,world,1830,306337,178451,4232,4149,484788,200,-29,Metric Tons
2022-02-03,2022,2022,2,5,5,18,soybean oil,world,11907,318244,169417,2924,2873,487661,44,-156,Metric Tons
2022-02-10,2022,2022,2,5,6,19,soybean oil,world,33282,351526,171514,35379,35379,523040,44,0,Metric Tons
2022-02-17,2022,2022,2,5,7,20,soybean oil,world,27486,379012,179498,35478,35470,558510,44,0,Metric Tons
2022-02-24,2022,2022,2,5,8,21,soybean oil,world,13657,392669,172429,8669,6588,565098,44,0,Metric Tons
2022-03-03,2022,2022,3,6,9,22,soybean oil,world,16487,409156,172554,23054,16612,581710,40,-4,Metric Tons
2022-03-10,2022,2022,3,6,10,23,soybean oil,world,6595,415751,188598,24456,22639,604349,40,0,Metric Tons
2022-03-17,2022,2022,3,6,11,24,soybean oil,world,19445,435196,167167,1526,-1986,602363,40,0,Metric Tons
2022-03-24,2022,2022,3,6,12,25,soybean oil,world,12064,447260,186035,32380,30932,633295,0,-40,Metric Tons
2022-03-31,2022,2022,3,6,13,26,soybean oil,world,50200,497460,142083,6501,6248,639543,0,0,Metric Tons
2022-04-07,2022,2022,4,7,14,27,soybean oil,world,2979,500439,145228,7042,6124,645667,33,33,Metric Tons
2022-04-14,2022,2022,4,7,15,28,soybean oil,world,5475,505914,140950,1447,1197,646864,33,0,Metric Tons
2022-04-21,2022,2022,4,7,16,29,soybean oil,world,9953,515867,134477,3481,3480,650344,33,0,Metric Tons
2022-04-28,2022,2022,4,7,17,30,soybean oil,world,12801,528668,136418,15690,14742,665086,33,0,Metric Tons
2022-05-05,2022,2022,5,8,18,31,soybean oil,world,26513,555181,110541,1402,636,665722,33,0,Metric Tons
2022-05-12,2022,2022,5,8,19,32,soybean oil,world,2966,558151,107080,230,-495,665231,29,0,Metric Tons
2022-05-19,2022,2022,5,8,20,33,soybean oil,world,1795,559946,111448,7896,6163,671394,29,0,Metric Tons
2022-05-26,2022,2022,5,8,21,34,soybean oil,world,11067,571013,104553,16192,4172,675566,29,0,Metric Tons
2022-06-02,2022,2022,6,9,22,35,soybean oil,world,7714,578727,98097,3643,1258,676824,29,0,Metric Tons
2022-06-09,2022,2022,6,9,23,36,soybean oil,world,16329,595056,87949,7088,6181,683005,25,-4,Metric Tons
2022-06-16,2022,2022,6,9,24,37,soybean oil,world,7716,602772,81609,5376,1376,684381,25,0,Metric Tons
2022-06-23,2022,2022,6,9,25,38,soybean oil,world,253,603025,82519,1313,1163,685544,25,0,Metric Tons
2022-06-30,2022,2022,6,9,26,39,soybean oil,world,755,603780,81752,357,-12,685532,25,0,Metric Tons
2022-07-07,2022,2022,7,10,27,40,soybean oil,world,16896,620679,65867,1011,1011,686546,22,0,Metric Tons
2022-07-14,2022,2022,7,10,28,41,soybean oil,world,318,620997,66175,626,626,687172,54,32,Metric Tons
2022-07-21,2022,2022,7,10,29,42,soybean oil,world,11480,632477,59260,4818,4565,691737,623,569,Metric Tons
2022-07-28,2022,2022,7,10,30,43,soybean oil,world,540,633017,60041,1322,1321,693058,616,-7,Metric Tons
2022-08-04,2022,2022,8,11,31,44,soybean oil,world,13711,646728,46972,643,642,693700,616,0,Metric Tons
2022-08-11,2022,2022,8,11,32,45,soybean oil,world,1163,647902,47392,4229,1583,695294,605,0,Metric Tons
2022-08-18,2022,2022,8,11,33,46,soybean oil,world,0,647902,47392,0,0,695294,605,0,Metric Tons
2022-08-25,2022,2022,8,11,34,47,soybean oil,world,1487,649389,48083,2178,2178,697472,2837,2232,Metric Tons
2022-09-01,2022,2022,9,12,35,48,soybean oil,world,9614,659003,39965,7997,1496,698968,2837,0,Metric Tons
2022-09-08,2022,2022,9,12,36,49,soybean oil,world,1388,660391,42892,4428,4315,703283,2841,4,Metric Tons
2022-09-15,2022,2022,9,12,37,50,soybean oil,world,13505,673896,28970,2553,-417,702866,5828,2987,Metric Tons
2022-09-22,2022,2022,9,12,38,51,soybean oil,world,2003,675899,21939,1472,-5028,697838,6481,653,Metric Tons
2022-09-29,2022,2022,9,12,39,52,soybean oil,world,956,676855,21881,898,898,698736,6536,55,Metric Tons
2022-10-06,2022,2022,10,1,40,53,soybean oil,world,1571,678426,10203,1506,-10107,688629,19798,3298,Metric Tons
2020-10-01,2020,2021,10,1,40,1,soybean meal,world,30180,30180,3436841,587548,271697,3467021,18130,0,Metric Tons
2020-10-08,2020,2021,10,1,41,2,soybean meal,world,227089,257269,3361917,156970,152165,3619186,18130,0,Metric Tons
2020-10-15,2020,2021,10,1,42,3,soybean meal,world,90815,348084,3593029,326386,321927,3941113,18130,0,Metric Tons
2020-10-22,2020,2021,10,1,43,4,soybean meal,world,298086,646170,3494269,247674,199326,4140439,18130,0,Metric Tons
2020-10-29,2020,2021,10,1,44,5,soybean meal,world,229328,875498,3596379,393053,331438,4471877,18130,0,Metric Tons
2020-11-05,2020,2021,11,2,45,6,soybean meal,world,224438,1099936,3517209,179767,145268,4617145,18130,0,Metric Tons
2020-11-12,2020,2021,11,2,46,7,soybean meal,world,317739,1417675,3381544,207742,182074,4799219,18130,0,Metric Tons
2020-11-19,2020,2021,11,2,47,8,soybean meal,world,263156,1680831,3256532,154868,138144,4937363,18130,0,Metric Tons
2020-11-26,2020,2021,11,2,48,9,soybean meal,world,227525,1908356,3192854,198622,163847,5101210,18130,0,Metric Tons
2020-12-03,2020,2021,12,3,49,10,soybean meal,world,224376,2132732,3132069,175909,163591,5264801,18130,0,Metric Tons
2020-12-10,2020,2021,12,3,50,11,soybean meal,world,240190,2372922,3153116,292889,261237,5526038,18130,0,Metric Tons
2020-12-17,2020,2021,12,3,51,12,soybean meal,world,314126,2687048,3062717,245190,223727,5749765,18170,40,Metric Tons
2020-12-24,2020,2021,12,3,52,13,soybean meal,world,285640,2972688,2853287,117983,76210,5825975,18170,0,Metric Tons
2020-12-31,2020,2021,12,3,53,14,soybean meal,world,279954,3252642,2697435,140347,124102,5950077,18878,708,Metric Tons
2021-01-07,2021,2021,1,4,1,15,soybean meal,world,212083,3464725,2822775,391799,337423,6287500,78878,60000,Metric Tons
2021-01-14,2021,2021,1,4,2,16,soybean meal,world,239003,3703728,3052287,486392,468515,6756015,78878,0,Metric Tons
2021-01-21,2021,2021,1,4,3,17,soybean meal,world,348535,4052263,2845942,240892,142190,6898205,168878,90000,Metric Tons
2021-01-28,2021,2021,1,4,4,18,soybean meal,world,199403,4251666,2947616,307373,301077,7199282,213878,45000,Metric Tons
2021-02-04,2021,2021,2,5,5,19,soybean meal,world,251473,4503139,2959636,273609,263493,7462775,215116,1238,Metric Tons
2021-02-11,2021,2021,2,5,6,20,soybean meal,world,368668,4871807,2913170,352130,322202,7784977,215116,0,Metric Tons
2021-02-18,2021,2021,2,5,7,21,soybean meal,world,144570,5016377,2928776,178338,160176,7945153,215116,0,Metric Tons
2021-02-25,2021,2021,2,5,8,22,soybean meal,world,432772,5449149,2683421,245202,187417,8132570,215116,0,Metric Tons
2021-03-04,2021,2021,3,6,9,23,soybean meal,world,224776,5673925,2720243,289562,261598,8394168,233416,18300,Metric Tons
2021-03-11,2021,2021,3,6,10,24,soybean meal,world,246691,5920616,2708188,249839,234636,8628804,233083,-333,Metric Tons
2021-03-18,2021,2021,3,6,11,25,soybean meal,world,281567,6202183,2594468,170320,167847,8796651,250294,17211,Metric Tons
2021-03-25,2021,2021,3,6,12,26,soybean meal,world,257373,6459556,2476826,154156,139731,8936382,249983,-311,Metric Tons
2021-04-01,2021,2021,4,7,13,27,soybean meal,world,249638,6709194,2354926,136919,127738,9064120,254803,4820,Metric Tons
2021-04-08,2021,2021,4,7,14,28,soybean meal,world,206011,6915205,2220440,75032,71525,9135645,280829,26026,Metric Tons
2021-04-15,2021,2021,4,7,15,29,soybean meal,world,202013,7117218,2142735,135091,124308,9259953,289066,8237,Metric Tons
2021-04-22,2021,2021,4,7,16,30,soybean meal,world,187690,7304908,2118559,177192,163514,9423467,385928,96862,Metric Tons
2021-04-29,2021,2021,4,7,17,31,soybean meal,world,201377,7506285,2119151,238460,201969,9625436,450624,64696,Metric Tons
2021-05-06,2021,2021,5,8,18,32,soybean meal,world,194759,7701044,1999000,87916,74608,9700044,482669,32045,Metric Tons
2021-05-13,2021,2021,5,8,19,33,soybean meal,world,96171,7797215,2092258,217501,189429,9889473,560269,77600,Metric Tons
2021-05-20,2021,2021,5,8,20,34,soybean meal,world,192052,7989267,2097652,214499,197446,10086919,637161,76892,Metric Tons
2021-05-27,2021,2021,5,8,21,35,soybean meal,world,281140,8270407,2034216,244350,217704,10304623,637701,540,Metric Tons
2021-06-03,2021,2021,6,9,22,36,soybean meal,world,187527,8457934,1983021,171816,136332,10440955,641619,3918,Metric Tons
2021-06-10,2021,2021,6,9,23,37,soybean meal,world,198975,8656909,1961388,188910,177342,10618297,649456,7837,Metric Tons
2021-06-17,2021,2021,6,9,24,38,soybean meal,world,212227,8869136,2136773,460209,387612,11005909,671503,22047,Metric Tons
2021-06-24,2021,2021,6,9,25,39,soybean meal,world,81455,8950591,2288160,349110,232842,11238751,856048,184545,Metric Tons
2021-07-01,2021,2021,7,10,26,40,soybean meal,world,170047,9120638,2329935,246796,211822,11450573,911800,55752,Metric Tons
2021-07-08,2021,2021,7,10,27,41,soybean meal,world,253408,9374046,2147200,95184,70673,11521246,1038166,126366,Metric Tons
2021-07-15,2021,2021,7,10,28,42,soybean meal,world,145812,9519858,2069676,73445,68288,11589534,1057294,19128,Metric Tons
2021-07-22,2021,2021,7,10,29,43,soybean meal,world,242217,9762075,1914784,165984,87325,11676859,1130410,73116,Metric Tons
2021-07-29,2021,2021,7,10,30,44,soybean meal,world,188565,9950640,1861594,161941,135375,11812234,1149098,18688,Metric Tons
2021-08-05,2021,2021,8,11,31,45,soybean meal,world,251186,10201826,1726718,145013,116310,11928544,1417382,268284,Metric Tons
2021-08-12,2021,2021,8,11,32,46,soybean meal,world,213236,10415062,1585411,92980,71929,12000473,1521955,104573,Metric Tons
2021-08-19,2021,2021,8,11,33,47,soybean meal,world,240250,10655312,1406858,90223,61697,12062170,1661490,139535,Metric Tons
2021-08-26,2021,2021,8,11,34,48,soybean meal,world,188842,10844154,1235685,109584,17669,12079839,2058106,396616,Metric Tons
2021-09-02,2021,2021,9,12,35,49,soybean meal,world,44309,10888463,1252090,95793,60714,12140553,2106371,48265,Metric Tons
2021-09-09,2021,2021,9,12,36,50,soybean meal,world,57128,10945591,1290353,104628,95391,12235944,2148779,42408,Metric Tons
2021-09-16,2021,2021,9,12,37,51,soybean meal,world,244750,11190341,1090623,54215,45020,12280964,2365177,216398,Metric Tons
2021-09-23,2021,2021,9,12,38,52,soybean meal,world,156129,11346470,1001270,72653,66776,12347740,2528084,162907,Metric Tons
2021-09-30,2021,2021,9,12,39,53,soybean meal,world,188274,11534744,791267,15811,-21729,12326011,3598965,369614,Metric Tons
2022-09-01,2022,2023,9,1,35,1,soybeans,world,46592,46592,24391430,3997893,1468055,24438022,0,0,Metric Tons
2022-09-08,2022,2023,9,1,36,2,soybeans,world,375918,422510,24858501,950088,842989,25281011,30000,30000,Metric Tons
2022-09-15,2022,2023,9,1,37,3,soybeans,world,522535,945045,24782330,784594,446364,25727375,30000,0,Metric Tons
2022-09-22,2022,2023,9,1,38,4,soybeans,world,269208,1214253,25516139,1119972,1003017,26730392,0,-30000,Metric Tons
2022-09-29,2022,2023,9,1,39,5,soybeans,world,574130,1788383,25675715,860302,733706,27464098,0,0,Metric Tons
2022-10-06,2022,2023,10,2,40,6,soybeans,world,887954,2676337,25512166,865573,724405,28188503,0,0,Metric Tons
2022-10-13,2022,2023,10,2,41,7,soybeans,world,1813956,4490293,25950936,2558826,2252726,30441229,0,0,Metric Tons
2022-10-20,2022,2023,10,2,42,8,soybeans,world,2748615,7238908,24228702,1134389,1026381,31467610,0,0,Metric Tons
2022-10-27,2022,2023,10,2,43,9,soybeans,world,2582254,9821162,22407069,1288609,760621,32228231,0,0,Metric Tons
2022-11-03,2022,2023,11,3,44,10,soybeans,world,2612700,12433862,20449598,879150,655229,32883460,0,0,Metric Tons
2022-11-10,2022,2023,11,3,45,11,soybeans,world,2012048,14445910,21397917,3054216,2960367,35843827,0,0,Metric Tons
2022-11-17,2022,2023,11,3,46,12,soybeans,world,2352673,16798583,19655459,816380,610215,36454042,10000,10000,Metric Tons
2022-11-24,2022,2023,11,3,47,13,soybeans,world,2046570,18845153,18232252,852530,623363,37077405,10000,0,Metric Tons
2022-12-01,2022,2023,12,4,48,14,soybeans,world,2247641,21092794,17700832,1900004,1716221,38793626,40000,30000,Metric Tons
2022-12-08,2022,2023,12,4,49,15,soybeans,world,1777630,22870424,18798211,3152500,2875009,41668635,40000,0,Metric Tons
2022-12-15,2022,2023,12,4,50,16,soybeans,world,1918361,24788785,17544694,914221,664844,42333479,180000,140000,Metric Tons
2022-12-22,2022,2023,12,4,51,17,soybeans,world,1705947,26494732,16402004,851972,563257,42896736,180000,0,Metric Tons
2022-12-29,2022,2023,12,4,52,18,soybeans,world,1478296,27973028,15644705,796465,720997,43617733,331000,151000,Metric Tons
2023-01-05,2023,2023,1,5,1,19,soybeans,world,1620720,29593748,14741400,875816,717415,44335148,397000,66000,Metric Tons
2023-01-12,2023,2023,1,5,2,20,soybeans,world,2066189,31659937,13661407,1169964,986196,45321344,397000,0,Metric Tons
2023-01-19,2023,2023,1,5,3,21,soybeans,world,1900328,33560265,12906802,1262803,1145723,46467067,526000,129000,Metric Tons
2023-01-26,2023,2023,1,5,4,22,soybeans,world,1891607,35451872,11683149,758737,667954,47135021,718000,192000,Metric Tons
2023-02-02,2023,2023,2,6,5,23,soybeans,world,1743076,37194948,10313965,539097,373892,47508913,903000,185000,Metric Tons
2023-02-09,2023,2023,2,6,6,24,soybeans,world,1846566,39041514,8923523,726884,456124,47965037,1162089,259089,Metric Tons
2023-02-16,2023,2023,2,6,7,25,soybeans,world,1614468,40655982,7728727,640882,419672,48384709,1173789,11700,Metric Tons
2023-02-23,2023,2023,2,6,8,26,soybeans,world,828577,41484559,7208557,378916,308407,48693116,1307789,134000,Metric Tons
2023-03-02,2023,2023,3,7,9,27,soybeans,world,580955,42065514,6604368,270281,-23234,48669882,1480089,172300,Metric Tons
2023-03-09,2023,2023,3,7,10,28,soybeans,world,763872,42829386,6495920,812065,655424,49325306,1546229,66140,Metric Tons
2023-03-16,2023,2023,3,7,11,29,soybeans,world,639261,43468647,5944118,258722,87459,49412765,1745229,199000,Metric Tons
2023-03-23,2023,2023,3,7,12,30,soybeans,world,1038967,44507614,5253328,354136,348177,49760942,1749129,3900,Metric Tons
2023-03-30,2023,2023,3,7,13,31,soybeans,world,558688,45066302,4849932,263801,155292,49916234,1700879,-48250,Metric Tons
2023-04-06,2023,2023,4,8,14,32,soybeans,world,533909,45600211,4530495,626592,214472,50130706,1766879,66000,Metric Tons
2023-04-13,2023,2023,4,8,15,33,soybeans,world,454479,46054690,4047826,166130,-28190,50102516,1769779,2900,Metric Tons
2023-04-20,2023,2023,4,8,16,34,soybeans,world,453708,46508398,3905370,328356,311252,50413768,1769779,0,Metric Tons
2023-04-27,2023,2023,4,8,17,35,soybeans,world,561235,47069633,3633865,299850,289730,50703498,1836779,67000,Metric Tons
2023-05-04,2023,2023,5,9,18,36,soybeans,world,353296,47422929,3285016,100671,4447,50707945,1886831,50052,Metric Tons
2023-05-11,2023,2023,5,9,19,37,soybeans,world,189143,47612072,3112823,164576,16950,50724895,2550632,663801,Metric Tons
2023-05-18,2023,2023,5,9,20,38,soybeans,world,287327,47899399,2940538,127330,115042,50839937,2551732,1100,Metric Tons
2023-05-25,2023,2023,5,9,21,39,soybeans,world,230813,48130212,2833121,137534,123396,50963333,2852732,301000,Metric Tons
2023-06-01,2023,2023,6,10,22,40,soybeans,world,247583,48377795,2792774,212066,207236,51170569,3117322,264590,Metric Tons
2023-06-08,2023,2023,6,10,23,41,soybeans,world,141312,48519107,3129830,545796,478368,51648937,3165866,48544,Metric Tons
2023-06-15,2023,2023,6,10,24,42,soybeans,world,387766,48906873,3199607,475916,457543,52106480,3334636,168770,Metric Tons
2023-06-22,2023,2023,6,10,25,43,soybeans,world,191027,49097900,3235955,238729,227375,52333855,3351636,17000,Metric Tons
2023-06-29,2023,2023,6,10,26,44,soybeans,world,209424,49307324,3157687,199041,131156,52465011,3944449,592813,Metric Tons
2023-07-06,2023,2023,7,11,27,45,soybeans,world,297643,49604967,2899660,91916,39616,52504627,4153611,209162,Metric Tons
2023-07-13,2023,2023,7,11,28,46,soybeans,world,174777,49779744,2786543,138117,61660,52566287,4913886,760275,Metric Tons
2023-07-20,2023,2023,7,11,29,47,soybeans,world,326513,50106257,2605432,317386,145402,52711689,5458533,544647,Metric Tons
2023-07-27,2023,2023,7,11,30,48,soybeans,world,288397,50394654,2351141,160704,34106,52745795,8089255,2630722,Metric Tons
2023-08-03,2023,2023,8,12,31,49,soybeans,world,322972,50717626,2376562,423640,348393,53094188,9185689,1096434,Metric Tons
2023-08-10,2023,2023,8,12,32,50,soybeans,world,292071,51009697,2035951,252996,-48540,53045648,10593196,1407507,Metric Tons
2023-08-17,2023,2023,8,12,33,51,soybeans,world,363895,51373592,1951742,367491,279686,53325334,11811364,1218168,Metric Tons
2023-08-24,2023,2023,8,12,34,52,soybeans,world,319738,51693330,1581339,67587,-50665,53274669,12935176,1123812,Metric Tons
2023-08-31,2023,2023,8,12,35,53,soybeans,world,514196,52207526,1222746,192986,155603,53430272,15941028,1783106,Metric Tons
2020-06-04,2020,2021,6,1,23,1,wheat,world,172378,172378,5656148,2413881,270378,5828526,0,0,Metric Tons
2020-06-11,2020,2021,6,1,24,2,wheat,world,486559,658937,5674434,513120,504845,6333371,0,0,Metric Tons
2020-06-18,2020,2021,6,1,25,3,wheat,world,640079,1299016,5483032,541114,448677,6782048,0,0,Metric Tons
2020-06-25,2020,2021,6,1,26,4,wheat,world,476426,1775442,5388658,490098,382052,7164100,75000,75000,Metric Tons
2020-07-02,2020,2021,7,2,27,5,wheat,world,410091,2185533,5304707,337169,326140,7490240,0,-75000,Metric Tons
2020-07-09,2020,2021,7,2,28,6,wheat,world,641407,2826940,5427685,790642,764385,8254625,0,0,Metric Tons
2020-07-16,2020,2021,7,2,29,7,wheat,world,497874,3324814,5516474,652360,586663,8841288,0,0,Metric Tons
2020-07-23,2020,2021,7,2,30,8,wheat,world,505398,3830212,5687639,753599,676563,9517851,0,0,Metric Tons
2020-07-30,2020,2021,7,2,31,9,wheat,world,598060,4428272,5695051,755547,605472,10123323,5000,5000,Metric Tons
2020-08-06,2020,2021,8,3,32,10,wheat,world,468018,4896290,5594883,411102,367850,10491173,5000,0,Metric Tons
2020-08-13,2020,2021,8,3,33,11,wheat,world,406941,5303231,5710906,555867,522964,11014137,5000,0,Metric Tons
2020-08-20,2020,2021,8,3,34,12,wheat,world,595200,5898431,5828632,790389,712926,11727063,16886,11886,Metric Tons
2020-08-27,2020,2021,8,3,35,13,wheat,world,483387,6381818,5930672,608700,585427,12312490,16886,0,Metric Tons
2020-09-03,2020,2021,9,4,36,14,wheat,world,726916,7108734,5688175,571008,484419,12796909,16886,0,Metric Tons
2020-09-10,2020,2021,9,4,37,15,wheat,world,564019,7672753,5459883,338028,335727,13132636,17186,300,Metric Tons
2020-09-17,2020,2021,9,4,38,16,wheat,world,469068,8141821,5342059,355254,351244,13483880,17186,0,Metric Tons
2020-09-24,2020,2021,9,4,39,17,wheat,world,646090,8787911,5202253,518129,506284,13990164,18486,1300,Metric Tons
2020-10-01,2020,2021,10,5,40,18,wheat,world,702740,9490651,5030134,575351,530621,14520785,55886,37400,Metric Tons
2020-10-08,2020,2021,10,5,41,19,wheat,world,506734,9997385,5051850,607423,528450,15049235,127044,71158,Metric Tons
2020-10-15,2020,2021,10,5,42,20,wheat,world,192145,10189530,5227160,370875,367455,15416690,127044,0,Metric Tons
2020-10-22,2020,2021,10,5,43,21,wheat,world,442535,10632065,5527801,748982,743176,16159866,187044,60000,Metric Tons
2020-10-29,2020,2021,10,5,44,22,wheat,world,319376,10951441,5805513,638384,597088,16756954,187044,0,Metric Tons
2020-11-05,2020,2021,11,6,45,23,wheat,world,354912,11306353,5751131,365112,300530,17057484,187044,0,Metric Tons
