calendar_year,marketing_year,calendar_month,marketing_year_month,commodity,country,attribute,amount,unit
2025,2025,12,4,soybeans,to china,Total Distribution,177488.0,1000 Metric Tons
2025,2025,12,4,soybeans,to china,Ending Stocks,44388.0,1000 Metric Tons
2025,2025,12,4,soybeans,to china,Domestic Consumption,133000.0,1000 Metric Tons
2025,2025,12,4,soybeans,to china,Feed Waste Domestic Consumption,6500.0,1000 Metric Tons
2025,2025,12,4,soybeans,to china,Food Use Domestic Consumption,18500.0,1000 Metric Tons
2025,2025,12,4,soybeans,to china,Crush,108000.0,1000 Metric Tons
2025,2025,12,4,soybeans,to china,Exports,100.0,1000 Metric Tons
2025,2025,12,4,soybeans,to china,Total Supply,177488.0,1000 Metric Tons
2025,2025,12,4,soybeans,to china,Imports,112000.0,1000 Metric Tons
2025,2025,12,4,soybeans,to china,Production,21000.0,1000 Metric Tons
2025,2025,12,4,soybeans,to china,Beginning Stocks,44488.0,1000 Metric Tons
2025,2025,12,4,soybeans,to china,Area Harvested,10500.0,1000 Hectares
2025,2022,7,11,corn,to united states,Yield,10.8863,Yield (Metric Tons per Hectare)
2025,2022,7,11,corn,to united states,Total Distribution,382696.0,1000 Metric Tons
2025,2022,7,11,corn,to united states,Ending Stocks,34551.0,1000 Metric Tons
2025,2022,7,11,corn,to united states,Domestic Consumption,305931.0,1000 Metric Tons
2025,2022,7,11,corn,to united states,"Food, Seed, and Industrial Consumption",166583.0,1000 Metric Tons
2025,2021,4,7,soybean oil,to european union,Total Distribution,3827.0,1000 Metric Tons
2025,2021,11,6,wheat,to united states,Area Harvested,15032.0,1000 Hectares
2025,2021,11,6,wheat,to united states,Beginning Stocks,23001.0,1000 Metric Tons
2025,2024,11,2,soybean oil,to japan,Imports,1.0,1000 Metric Tons
2025,2023,7,11,soybeans,to mexico,Imports,6456.0,1000 Metric Tons
2025,2023,7,11,soybeans,to mexico,Production,199.0,1000 Metric Tons
2025,2023,7,11,soybeans,to mexico,Beginning Stocks,563.0,1000 Metric Tons
2025,2023,7,11,soybeans,to mexico,Area Harvested,91.0,1000 Hectares
2025,2024,11,2,soybean oil,to japan,Total Distribution,519.0,1000 Metric Tons
2025,2024,11,2,soybean oil,to japan,Ending Stocks,20.0,1000 Metric Tons
2025,2024,11,2,soybean oil,to japan,Domestic Consumption,499.0,1000 Metric Tons
2025,2024,11,2,soybean oil,to japan,Feed Waste Domestic Consumption,0.0,1000 Metric Tons
2025,2024,11,2,soybean oil,to japan,Food Use Domestic Consumption,464.0,1000 Metric Tons
2025,2024,11,2,soybean oil,to japan,Industrial Domestic Consumption,35.0,1000 Metric Tons
2025,2024,11,2,soybean oil,to japan,Exports,0.0,1000 Metric Tons
2025,2024,11,2,soybean oil,to japan,Total Supply,519.0,1000 Metric Tons
2025,2024,11,2,soybean oil,to japan,Production,497.0,1000 Metric Tons
2025,2024,8,3,wheat,to china,Trade Year Imports,4171.0,1000 Metric Tons
2025,2024,11,2,soybean oil,to japan,Beginning Stocks,21.0,1000 Metric Tons
2025,2024,11,2,soybean oil,to japan,Extraction Rate,0.2,Percentage
2025,2024,11,2,soybean oil,to japan,Crush,2485.0,1000 Metric Tons
2025,2024,8,3,wheat,to china,Yield,5.9397,Yield (Metric Tons per Hectare)
2025,2024,8,3,wheat,to china,Total Distribution,278793.0,1000 Metric Tons
2025,2024,8,3,wheat,to china,Ending Stocks,127777.0,1000 Metric Tons
2025,2024,8,3,wheat,to china,Domestic Consumption,150000.0,1000 Metric Tons
2025,2024,8,3,wheat,to china,"Food, Seed, and Industrial Consumption",117000.0,1000 Metric Tons
2025,2024,8,3,wheat,to china,Feed Domestic Consumption,33000.0,1000 Metric Tons
2025,2024,8,3,wheat,to china,Trade Year Exports,1016.0,1000 Metric Tons
2025,2024,8,3,wheat,to china,Exports,1016.0,1000 Metric Tons
2025,2024,8,3,wheat,to china,Total Supply,278793.0,1000 Metric Tons
2025,2023,7,11,soybeans,to mexico,Total Supply,7218.0,1000 Metric Tons
2025,2023,7,11,soybeans,to mexico,Exports,8.0,1000 Metric Tons
2025,2023,7,11,soybeans,to mexico,Crush,6530.0,1000 Metric Tons
2025,2023,7,11,soybeans,to mexico,Food Use Domestic Consumption,0.0,1000 Metric Tons
2025,2024,12,4,soybeans,to european union,Total Supply,18855.0,1000 Metric Tons
2025,2024,12,4,soybeans,to european union,Imports,14642.0,1000 Metric Tons
2025,2024,12,4,soybeans,to european union,Production,2930.0,1000 Metric Tons
2025,2024,12,4,soybeans,to european union,Beginning Stocks,1283.0,1000 Metric Tons
2025,2024,12,4,soybeans,to european union,Area Harvested,1127.0,1000 Hectares
2025,2021,12,7,wheat,to european union,Yield,5.7001,Yield (Metric Tons per Hectare)
2025,2021,12,7,wheat,to european union,Total Distribution,153808.0,1000 Metric Tons
2025,2021,12,7,wheat,to european union,Ending Stocks,13631.0,1000 Metric Tons
2025,2021,12,7,wheat,to european union,Domestic Consumption,108250.0,1000 Metric Tons
2025,2021,12,7,wheat,to european union,"Food, Seed, and Industrial Consumption",63250.0,1000 Metric Tons
2025,2021,12,7,wheat,to european union,Feed Domestic Consumption,45000.0,1000 Metric Tons
2025,2021,12,7,wheat,to european union,Trade Year Exports,31927.0,1000 Metric Tons
2025,2021,12,7,wheat,to european union,Exports,31927.0,1000 Metric Tons
2025,2021,12,7,wheat,to european union,Total Supply,153808.0,1000 Metric Tons
2025,2021,12,7,wheat,to european union,Trade Year Imports from U.S.,285.0,1000 Metric Tons
2025,2021,12,7,wheat,to european union,Trade Year Imports,4631.0,1000 Metric Tons
2025,2021,12,7,wheat,to european union,Imports,4631.0,1000 Metric Tons
2025,2021,12,7,wheat,to european union,Production,138479.0,1000 Metric Tons
2025,2021,12,7,wheat,to european union,Beginning Stocks,10698.0,1000 Metric Tons
2025,2021,12,7,wheat,to european union,Area Harvested,24294.0,1000 Hectares
2025,2023,7,11,soybeans,to mexico,Yield,2.1868,Yield (Metric Tons per Hectare)
2025,2023,7,11,soybeans,to mexico,Total Distribution,7218.0,1000 Metric Tons
2025,2023,7,11,soybeans,to mexico,Ending Stocks,615.0,1000 Metric Tons
2025,2023,7,11,soybeans,to mexico,Domestic Consumption,6595.0,1000 Metric Tons
2025,2023,7,11,soybeans,to mexico,Feed Waste Domestic Consumption,65.0,1000 Metric Tons
2025,2024,8,3,wheat,to china,Trade Year Imports from U.S.,160.0,1000 Metric Tons
2025,2024,8,3,wheat,to china,Imports,4171.0,1000 Metric Tons
2025,2021,11,6,wheat,to united states,Production,44804.0,1000 Metric Tons
2025,2022,4,7,soybean meal,to european union,Extraction Rate,0.79,Percentage
2025,2022,4,7,soybean meal,to european union,Soybean Meal Equivalent,26700.0,1000 Metric Tons
2025,2022,4,7,soybean meal,to european union,Total Distribution,27952.0,1000 Metric Tons
2025,2022,4,7,soybean meal,to european union,Ending Stocks,473.0,1000 Metric Tons
2025,2022,4,7,soybean meal,to european union,Domestic Consumption,26742.0,1000 Metric Tons
2025,2022,4,7,soybean meal,to european union,Feed Waste Domestic Consumption,26700.0,1000 Metric Tons
2025,2022,4,7,soybean meal,to european union,Food Use Domestic Consumption,32.0,1000 Metric Tons
2025,2022,4,7,soybean meal,to european union,Industrial Domestic Consumption,10.0,1000 Metric Tons
2025,2022,4,7,soybean meal,to european union,Exports,737.0,1000 Metric Tons
2025,2022,4,7,soybean meal,to european union,Total Supply,27952.0,1000 Metric Tons
2025,2022,4,7,soybean meal,to european union,Imports,15997.0,1000 Metric Tons
2025,2022,4,7,soybean meal,to european union,Production,11297.0,1000 Metric Tons
2025,2022,4,7,soybean meal,to european union,Beginning Stocks,658.0,1000 Metric Tons
2025,2022,4,7,soybean meal,to european union,Crush,14300.0,1000 Metric Tons
2025,2024,8,3,wheat,to china,Production,140099.0,1000 Metric Tons
2025,2021,11,6,wheat,to united states,Yield,2.9806,Yield (Metric Tons per Hectare)
2025,2021,11,6,wheat,to united states,Total Distribution,70422.0,1000 Metric Tons
2025,2021,11,6,wheat,to united states,Ending Stocks,18355.0,1000 Metric Tons
2025,2021,11,6,wheat,to united states,Domestic Consumption,30411.0,1000 Metric Tons
2025,2021,11,6,wheat,to united states,"Food, Seed, and Industrial Consumption",28008.0,1000 Metric Tons
2025,2021,11,6,wheat,to united states,Feed Domestic Consumption,2403.0,1000 Metric Tons
2025,2021,11,6,wheat,to united states,Trade Year Exports,21347.0,1000 Metric Tons
2025,2021,11,6,wheat,to united states,Exports,21656.0,1000 Metric Tons
2025,2021,11,6,wheat,to united states,Total Supply,70422.0,1000 Metric Tons
2025,2021,11,6,wheat,to united states,Trade Year Imports from U.S.,0.0,1000 Metric Tons
2025,2021,11,6,wheat,to united states,Trade Year Imports,2731.0,1000 Metric Tons
2025,2021,11,6,wheat,to united states,Imports,2617.0,1000 Metric Tons
2025,2022,4,8,soybeans,to japan,Area Harvested,152.0,1000 Hectares
2025,2022,4,8,soybeans,to japan,Beginning Stocks,243.0,1000 Metric Tons
2025,2022,4,8,soybeans,to japan,Production,243.0,1000 Metric Tons
2025,2022,4,8,soybeans,to japan,Imports,3332.0,1000 Metric Tons
2025,2024,8,3,wheat,to china,Beginning Stocks,134523.0,1000 Metric Tons
2025,2024,8,3,wheat,to china,Area Harvested,23587.0,1000 Hectares
2025,2025,12,3,soybean meal,to japan,Soybean Meal Equivalent,3050.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to japan,Total Distribution,3581.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to japan,Ending Stocks,120.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to japan,Domestic Consumption,3460.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to japan,Feed Waste Domestic Consumption,3050.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to japan,Food Use Domestic Consumption,200.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to japan,Industrial Domestic Consumption,210.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to japan,Exports,1.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to japan,Total Supply,3581.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to japan,Imports,1700.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to japan,Production,1765.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to japan,Beginning Stocks,116.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to japan,Extraction Rate,0.7511,Percentage
2025,2025,12,3,soybean meal,to japan,Crush,2350.0,1000 Metric Tons
2025,2022,4,8,soybeans,to japan,Yield,1.5987,Yield (Metric Tons per Hectare)
2025,2022,4,8,soybeans,to japan,Total Distribution,3818.0,1000 Metric Tons
2025,2022,4,8,soybeans,to japan,Ending Stocks,183.0,1000 Metric Tons
2025,2022,4,8,soybeans,to japan,Domestic Consumption,3635.0,1000 Metric Tons
2025,2022,4,8,soybeans,to japan,Feed Waste Domestic Consumption,125.0,1000 Metric Tons
2025,2022,4,8,soybeans,to japan,Food Use Domestic Consumption,910.0,1000 Metric Tons
2025,2022,4,8,soybeans,to japan,Crush,2600.0,1000 Metric Tons
2025,2022,4,8,soybeans,to japan,Exports,0.0,1000 Metric Tons
2025,2022,4,8,soybeans,to japan,Total Supply,3818.0,1000 Metric Tons
2025,2022,3,10,wheat,to mexico,Area Harvested,596.0,1000 Hectares
2025,2022,3,10,wheat,to mexico,Production,3611.0,1000 Metric Tons
2025,2023,9,1,corn,to united states,Trade Year Exports,58520.0,1000 Metric Tons
2025,2024,12,3,soybean meal,to united states,Ending Stocks,408.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to united states,Feed Waste Domestic Consumption,37806.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to united states,Food Use Domestic Consumption,0.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to united states,Industrial Domestic Consumption,0.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to united states,Exports,17418.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to united states,Total Supply,55655.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to united states,Imports,612.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to united states,Production,54635.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to united states,Beginning Stocks,408.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to united states,Extraction Rate,0.7857,Percentage
2025,2025,12,3,soybean meal,to united states,Crush,69536.0,1000 Metric Tons
2025,2024,12,3,soybean meal,to united states,Soybean Meal Equivalent,36990.0,1000 Metric Tons
2025,2024,12,3,soybean meal,to united states,Total Distribution,53999.0,1000 Metric Tons
2025,2024,12,3,soybean meal,to united states,Domestic Consumption,36990.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to united states,Ending Stocks,431.0,1000 Metric Tons
2025,2024,12,3,soybean meal,to united states,Feed Waste Domestic Consumption,36990.0,1000 Metric Tons
2025,2024,12,3,soybean meal,to united states,Food Use Domestic Consumption,0.0,1000 Metric Tons
2025,2024,12,3,soybean meal,to united states,Industrial Domestic Consumption,0.0,1000 Metric Tons
2025,2024,12,3,soybean meal,to united states,Exports,16601.0,1000 Metric Tons
2025,2024,12,3,soybean meal,to united states,Total Supply,53999.0,1000 Metric Tons
2025,2024,12,3,soybean meal,to united states,Imports,689.0,1000 Metric Tons
2025,2024,12,3,soybean meal,to united states,Production,52899.0,1000 Metric Tons
2025,2024,12,3,soybean meal,to united states,Beginning Stocks,411.0,1000 Metric Tons
2025,2024,12,3,soybean meal,to united states,Extraction Rate,0.7949,Percentage
2025,2024,12,3,soybean meal,to united states,Crush,66546.0,1000 Metric Tons
2025,2024,12,7,wheat,to european union,Yield,5.3715,Yield (Metric Tons per Hectare)
2025,2024,12,7,wheat,to european union,Total Distribution,148583.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to united states,Domestic Consumption,37806.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to united states,Total Distribution,55655.0,1000 Metric Tons
2025,2024,12,7,wheat,to united states,Domestic Consumption,31235.0,1000 Metric Tons
2025,2025,12,7,wheat,to european union,Total Distribution,161214.0,1000 Metric Tons
2025,2025,12,4,corn,to japan,"Food, Seed, and Industrial Consumption",3300.0,1000 Metric Tons
2025,2025,12,4,corn,to japan,Feed Domestic Consumption,12200.0,1000 Metric Tons
2025,2025,12,4,corn,to japan,Trade Year Exports,0.0,1000 Metric Tons
2025,2025,12,4,corn,to japan,Exports,0.0,1000 Metric Tons
2025,2025,12,4,corn,to japan,Total Supply,16892.0,1000 Metric Tons
2025,2025,12,4,corn,to japan,Trade Year Imports from U.S.,0.0,1000 Metric Tons
2025,2025,12,4,corn,to japan,Trade Year Imports,15500.0,1000 Metric Tons
2025,2025,12,4,corn,to japan,Imports,15500.0,1000 Metric Tons
2025,2025,12,4,corn,to japan,Production,21.0,1000 Metric Tons
2025,2025,12,4,corn,to japan,Beginning Stocks,1371.0,1000 Metric Tons
2025,2025,12,4,corn,to japan,Area Harvested,4.0,1000 Hectares
2025,2025,12,7,wheat,to european union,Yield,6.0088,Yield (Metric Tons per Hectare)
2025,2025,12,7,wheat,to european union,Ending Stocks,13714.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to united states,Soybean Meal Equivalent,37806.0,1000 Metric Tons
2025,2025,12,7,wheat,to european union,Domestic Consumption,114500.0,1000 Metric Tons
2025,2025,12,7,wheat,to european union,"Food, Seed, and Industrial Consumption",64500.0,1000 Metric Tons
2025,2025,12,7,wheat,to european union,Feed Domestic Consumption,50000.0,1000 Metric Tons
2025,2025,12,7,wheat,to european union,Trade Year Exports,33000.0,1000 Metric Tons
2025,2025,12,7,wheat,to european union,Exports,33000.0,1000 Metric Tons
2025,2025,12,7,wheat,to european union,Total Supply,161214.0,1000 Metric Tons
2025,2025,12,7,wheat,to european union,Trade Year Imports from U.S.,0.0,1000 Metric Tons
2025,2025,12,7,wheat,to european union,Trade Year Imports,5500.0,1000 Metric Tons
2025,2025,12,7,wheat,to european union,Imports,5500.0,1000 Metric Tons
2025,2025,12,7,wheat,to european union,Production,144000.0,1000 Metric Tons
2025,2025,12,7,wheat,to european union,Beginning Stocks,11714.0,1000 Metric Tons
2025,2025,12,7,wheat,to european union,Area Harvested,23965.0,1000 Hectares
2025,2024,12,7,wheat,to european union,Ending Stocks,11714.0,1000 Metric Tons
2025,2024,12,7,wheat,to european union,Domestic Consumption,109000.0,1000 Metric Tons
2025,2024,12,7,wheat,to european union,"Food, Seed, and Industrial Consumption",64000.0,1000 Metric Tons
2025,2023,4,7,soybean meal,to mexico,Ending Stocks,157.0,1000 Metric Tons
2025,2021,4,11,wheat,to china,Feed Domestic Consumption,35000.0,1000 Metric Tons
2025,2021,4,11,wheat,to china,Trade Year Exports,875.0,1000 Metric Tons
2025,2021,4,11,wheat,to china,Exports,875.0,1000 Metric Tons
2025,2021,4,11,wheat,to china,Total Supply,285634.0,1000 Metric Tons
2025,2021,4,11,wheat,to china,Trade Year Imports from U.S.,1075.0,1000 Metric Tons
2025,2021,4,11,wheat,to china,Trade Year Imports,9568.0,1000 Metric Tons
2025,2021,4,11,wheat,to china,Imports,9568.0,1000 Metric Tons
2025,2021,4,11,wheat,to china,Production,136946.0,1000 Metric Tons
2025,2021,4,11,wheat,to china,Beginning Stocks,139120.0,1000 Metric Tons
2025,2021,4,11,wheat,to china,Area Harvested,23568.0,1000 Hectares
2025,2023,4,7,soybean meal,to mexico,Soybean Meal Equivalent,7030.0,1000 Metric Tons
2025,2023,4,7,soybean meal,to mexico,Total Distribution,7241.0,1000 Metric Tons
2025,2023,4,7,soybean meal,to mexico,Domestic Consumption,7080.0,1000 Metric Tons
2025,2024,12,7,wheat,to european union,Feed Domestic Consumption,45000.0,1000 Metric Tons
2025,2023,4,7,soybean meal,to mexico,Feed Waste Domestic Consumption,7030.0,1000 Metric Tons
2025,2023,4,7,soybean meal,to mexico,Food Use Domestic Consumption,50.0,1000 Metric Tons
2025,2023,4,7,soybean meal,to mexico,Industrial Domestic Consumption,0.0,1000 Metric Tons
2025,2023,4,7,soybean meal,to mexico,Exports,4.0,1000 Metric Tons
2025,2023,4,7,soybean meal,to mexico,Total Supply,7241.0,1000 Metric Tons
2025,2023,4,7,soybean meal,to mexico,Imports,1935.0,1000 Metric Tons
2025,2023,4,7,soybean meal,to mexico,Production,5159.0,1000 Metric Tons
2025,2023,4,7,soybean meal,to mexico,Beginning Stocks,147.0,1000 Metric Tons
2025,2023,4,7,soybean meal,to mexico,Extraction Rate,0.79,Percentage
2025,2023,4,7,soybean meal,to mexico,Crush,6530.0,1000 Metric Tons
2025,2024,12,7,wheat,to united states,Yield,3.4445,Yield (Metric Tons per Hectare)
2025,2024,12,7,wheat,to united states,Total Distribution,76859.0,1000 Metric Tons
2025,2021,4,11,wheat,to china,"Food, Seed, and Industrial Consumption",113000.0,1000 Metric Tons
2025,2021,4,11,wheat,to china,Domestic Consumption,148000.0,1000 Metric Tons
2025,2021,4,11,wheat,to china,Ending Stocks,136759.0,1000 Metric Tons
2025,2021,4,11,wheat,to china,Total Distribution,285634.0,1000 Metric Tons
2025,2024,12,7,wheat,to european union,Trade Year Exports,27869.0,1000 Metric Tons
2025,2024,12,7,wheat,to european union,Exports,27869.0,1000 Metric Tons
2025,2024,12,7,wheat,to european union,Total Supply,148583.0,1000 Metric Tons
2025,2024,12,7,wheat,to european union,Trade Year Imports from U.S.,631.0,1000 Metric Tons
2025,2024,12,7,wheat,to european union,Trade Year Imports,10646.0,1000 Metric Tons
2025,2024,12,7,wheat,to european union,Imports,10646.0,1000 Metric Tons
2025,2024,12,7,wheat,to european union,Production,122147.0,1000 Metric Tons
2025,2024,12,7,wheat,to european union,Beginning Stocks,15790.0,1000 Metric Tons
2025,2024,12,7,wheat,to european union,Area Harvested,22740.0,1000 Hectares
2025,2024,11,3,corn,to japan,Yield,5.3333,Yield (Metric Tons per Hectare)
2025,2024,11,3,corn,to japan,Total Distribution,16771.0,1000 Metric Tons
2025,2024,11,3,corn,to japan,Ending Stocks,1371.0,1000 Metric Tons
2025,2024,11,3,corn,to japan,Domestic Consumption,15400.0,1000 Metric Tons
2025,2024,11,3,corn,to japan,"Food, Seed, and Industrial Consumption",3300.0,1000 Metric Tons
2025,2024,11,3,corn,to japan,Feed Domestic Consumption,12100.0,1000 Metric Tons
2025,2024,11,3,corn,to japan,Trade Year Exports,0.0,1000 Metric Tons
2025,2024,11,3,corn,to japan,Exports,0.0,1000 Metric Tons
2025,2024,11,3,corn,to japan,Total Supply,16771.0,1000 Metric Tons
2025,2024,11,3,corn,to japan,Trade Year Imports from U.S.,0.0,1000 Metric Tons
2025,2024,11,3,corn,to japan,Trade Year Imports,15456.0,1000 Metric Tons
2025,2024,11,3,corn,to japan,Imports,15456.0,1000 Metric Tons
2025,2024,11,3,corn,to japan,Production,16.0,1000 Metric Tons
2025,2024,11,3,corn,to japan,Beginning Stocks,1299.0,1000 Metric Tons
2025,2024,11,3,corn,to japan,Area Harvested,3.0,1000 Hectares
2025,2021,4,11,wheat,to china,Yield,5.8107,Yield (Metric Tons per Hectare)
2025,2025,12,4,corn,to japan,Domestic Consumption,15500.0,1000 Metric Tons
2025,2025,12,4,corn,to japan,Ending Stocks,1392.0,1000 Metric Tons
2025,2025,12,4,corn,to japan,Total Distribution,16892.0,1000 Metric Tons
2025,2025,12,4,corn,to european union,Production,56750.0,1000 Metric Tons
2025,2025,12,4,corn,to european union,Yield,6.9632,Yield (Metric Tons per Hectare)
2025,2025,12,4,corn,to european union,Total Distribution,82885.0,1000 Metric Tons
2025,2025,12,4,corn,to european union,Ending Stocks,5785.0,1000 Metric Tons
2025,2025,12,4,corn,to european union,Domestic Consumption,75300.0,1000 Metric Tons
2025,2025,12,4,corn,to european union,"Food, Seed, and Industrial Consumption",20100.0,1000 Metric Tons
2025,2025,12,4,corn,to european union,Feed Domestic Consumption,55200.0,1000 Metric Tons
2025,2025,12,4,corn,to european union,Trade Year Exports,1800.0,1000 Metric Tons
2025,2025,12,4,corn,to european union,Exports,1800.0,1000 Metric Tons
2025,2025,12,4,corn,to european union,Total Supply,82885.0,1000 Metric Tons
2025,2025,12,4,corn,to european union,Trade Year Imports from U.S.,0.0,1000 Metric Tons
2025,2025,12,4,corn,to european union,Trade Year Imports,20000.0,1000 Metric Tons
2025,2025,12,4,corn,to european union,Imports,20000.0,1000 Metric Tons
2025,2025,12,4,corn,to european union,Beginning Stocks,6135.0,1000 Metric Tons
2025,2022,9,1,corn,to china,Production,277200.0,1000 Metric Tons
2025,2025,12,4,corn,to european union,Area Harvested,8150.0,1000 Hectares
2025,2022,9,1,corn,to china,Yield,6.436,Yield (Metric Tons per Hectare)
2025,2022,9,1,corn,to china,Total Distribution,505031.0,1000 Metric Tons
2025,2022,9,1,corn,to china,Ending Stocks,206023.0,1000 Metric Tons
2025,2022,9,1,corn,to china,Domestic Consumption,299000.0,1000 Metric Tons
2025,2022,9,1,corn,to china,"Food, Seed, and Industrial Consumption",81000.0,1000 Metric Tons
2025,2022,9,1,corn,to china,Feed Domestic Consumption,218000.0,1000 Metric Tons
2025,2022,9,1,corn,to china,Trade Year Exports,8.0,1000 Metric Tons
2025,2022,9,1,corn,to china,Exports,8.0,1000 Metric Tons
2025,2022,9,1,corn,to china,Total Supply,505031.0,1000 Metric Tons
2025,2022,9,1,corn,to china,Trade Year Imports from U.S.,7490.0,1000 Metric Tons
2025,2022,9,1,corn,to china,Trade Year Imports,18694.0,1000 Metric Tons
2025,2024,11,6,wheat,to mexico,Area Harvested,468.0,1000 Hectares
2025,2024,11,6,wheat,to mexico,Beginning Stocks,775.0,1000 Metric Tons
2025,2024,11,6,wheat,to mexico,Production,2648.0,1000 Metric Tons
2025,2024,11,6,wheat,to mexico,Imports,5567.0,1000 Metric Tons
2025,2023,7,11,corn,to mexico,Total Distribution,52809.0,1000 Metric Tons
2025,2023,7,11,corn,to mexico,Ending Stocks,5786.0,1000 Metric Tons
2025,2023,7,11,corn,to mexico,Domestic Consumption,47000.0,1000 Metric Tons
2025,2023,7,11,corn,to mexico,"Food, Seed, and Industrial Consumption",21200.0,1000 Metric Tons
2025,2023,7,11,corn,to mexico,Feed Domestic Consumption,25800.0,1000 Metric Tons
2025,2023,7,11,corn,to mexico,Trade Year Exports,23.0,1000 Metric Tons
2025,2023,7,11,corn,to mexico,Exports,23.0,1000 Metric Tons
2025,2023,7,11,corn,to mexico,Total Supply,52809.0,1000 Metric Tons
2025,2023,7,11,corn,to mexico,Trade Year Imports from U.S.,23945.0,1000 Metric Tons
2025,2023,7,11,corn,to mexico,Trade Year Imports,24222.0,1000 Metric Tons
2025,2023,7,11,corn,to mexico,Imports,24222.0,1000 Metric Tons
2025,2023,7,11,corn,to mexico,Production,23710.0,1000 Metric Tons
2025,2023,7,11,corn,to mexico,Beginning Stocks,4877.0,1000 Metric Tons
2025,2023,7,11,corn,to mexico,Area Harvested,6109.0,1000 Hectares
2025,2024,11,6,wheat,to mexico,Yield,5.6581,Yield (Metric Tons per Hectare)
2025,2024,11,6,wheat,to mexico,Total Distribution,8990.0,1000 Metric Tons
2025,2024,11,6,wheat,to mexico,Ending Stocks,855.0,1000 Metric Tons
2025,2024,11,6,wheat,to mexico,Domestic Consumption,8000.0,1000 Metric Tons
2025,2024,11,6,wheat,to mexico,"Food, Seed, and Industrial Consumption",7700.0,1000 Metric Tons
2025,2024,11,6,wheat,to mexico,Feed Domestic Consumption,300.0,1000 Metric Tons
2025,2024,11,6,wheat,to mexico,Trade Year Exports,135.0,1000 Metric Tons
2025,2024,11,6,wheat,to mexico,Exports,135.0,1000 Metric Tons
2025,2024,11,6,wheat,to mexico,Total Supply,8990.0,1000 Metric Tons
2025,2024,11,6,wheat,to mexico,Trade Year Imports from U.S.,4175.0,1000 Metric Tons
2025,2024,11,6,wheat,to mexico,Trade Year Imports,5567.0,1000 Metric Tons
2025,2022,9,1,corn,to china,Imports,18694.0,1000 Metric Tons
2025,2022,9,1,corn,to china,Beginning Stocks,209137.0,1000 Metric Tons
2025,2025,12,4,corn,to japan,Yield,5.25,Yield (Metric Tons per Hectare)
2025,2022,4,7,soybean meal,to mexico,Soybean Meal Equivalent,6880.0,1000 Metric Tons
2025,2023,11,3,soybeans,to european union,Total Distribution,17531.0,1000 Metric Tons
2025,2023,11,3,soybeans,to european union,Ending Stocks,1283.0,1000 Metric Tons
2025,2023,11,3,soybeans,to european union,Domestic Consumption,15995.0,1000 Metric Tons
2025,2023,11,3,soybeans,to european union,Feed Waste Domestic Consumption,1275.0,1000 Metric Tons
2025,2023,11,3,soybeans,to european union,Food Use Domestic Consumption,220.0,1000 Metric Tons
2025,2023,11,3,soybeans,to european union,Crush,14500.0,1000 Metric Tons
2025,2023,11,3,soybeans,to european union,Exports,253.0,1000 Metric Tons
2025,2023,11,3,soybeans,to european union,Total Supply,17531.0,1000 Metric Tons
2025,2023,11,3,soybeans,to european union,Imports,13461.0,1000 Metric Tons
2025,2023,11,3,soybeans,to european union,Production,2811.0,1000 Metric Tons
2025,2023,11,3,soybeans,to european union,Beginning Stocks,1259.0,1000 Metric Tons
2025,2023,11,3,soybeans,to european union,Area Harvested,1017.0,1000 Hectares
2025,2022,4,7,soybean meal,to mexico,Total Distribution,7078.0,1000 Metric Tons
2025,2022,9,1,corn,to china,Area Harvested,43070.0,1000 Hectares
2025,2022,4,7,soybean meal,to mexico,Ending Stocks,147.0,1000 Metric Tons
2025,2022,4,7,soybean meal,to mexico,Domestic Consumption,6930.0,1000 Metric Tons
2025,2022,4,7,soybean meal,to mexico,Feed Waste Domestic Consumption,6880.0,1000 Metric Tons
2025,2022,4,7,soybean meal,to mexico,Food Use Domestic Consumption,50.0,1000 Metric Tons
2025,2022,4,7,soybean meal,to mexico,Industrial Domestic Consumption,0.0,1000 Metric Tons
